umls_cui,drug_Raw_Name,src_nm,umls_sem_typ1,umls_sem_typ2,umls_sem_typ3
C0304341,Oxophenarsine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882247,Oxypendyl,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2987000,Ozarelix,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2604057,Paclitaxel-Angiopep-2 Conjugate,evoc_ATC,Amino Acid; Peptide; or Protein,,
C0135043,Pacrinolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3179479,Pagibaximab,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0069962,Palm Glycerides,evoc_ATC,Food,,
C1882274,Palonidipine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0069991,Pamaquine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882275,Pamaquine Naphthoate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0083935,Paraherquamide,evoc_ATC,Organic Chemical,,
C0301317,Para-Nitrosulfathiazole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882930,Paranyline,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0770717,Paratyphoid A Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C0770718,Paratyphoid B Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C0070112,Pargolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882292,Parodilol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0070123,Parsalmide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0535881,P-Butylaminobenzoyldiethylaminoethyl Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2698042,Pecazine Acetate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0758797,Pegamotecan,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1328192,Pegylated Arginine Deiminase,evoc_ATC,Pharmacologic Substance,Enzyme,Amino Acid; Peptide; or Protein
C2987657,Pegylated Liposomal Belotecan Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1260099,Pegylated Zinc Protoporphyrin,evoc_ATC,Inorganic Chemical,,
C1871457,Pelitrexol,evoc_ATC,Organic Chemical,,
C0135869,Pelletierine,evoc_ATC,Organic Chemical,,
C0368637,Penicillin O,evoc_ATC,Antibiotic,Organic Chemical,
C2825243,Pentacynium Chloride,evoc_ATC,Pharmacologic Substance,,
C0952666,Pentamethonium Iodide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882317,Pentorex,evoc_ATC,Pharmacologic Substance,,
C0044041,Pentylene Glycol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0030940,Peptidase,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C0030953,Peptide T,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0070425,Perimetazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3653546,Peripheral Opioid Receptor Antagonist (Unspecified),evoc_ATC,Pharmacologic Substance,,
C0671355,Perzinfotel,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0301406,Petrichloral,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0770375,Phenacaine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0604633,Phenactropinium Chloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882360,Phenadoxone,evoc_ATC,Pharmacologic Substance,,
C0070556,Phenesterine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0520529,Phenethicillin Potassium,evoc_ATC,Antibiotic,Organic Chemical,
C0602896,Phenethylamine Citrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2347502,Pheniprazine Hydrochloride,evoc_ATC,Pharmacologic Substance,,
C0771216,Phenolsulfonate Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2347504,Phenoxypropazine,evoc_ATC,Pharmacologic Substance,,
C0068266,Phenylethanolamine Sulfate,evoc_ATC,Organic Chemical,,
C2347505,Phenyliodoundecynoate,evoc_ATC,Pharmacologic Substance,,
C0070689,Phenylmercuric Chloride,evoc_ATC,Hazardous or Poisonous Substance,Organic Chemical,
C0304360,Phenylmethylbarbituric Acid,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1099056,Phenylpropanol,evoc_ATC,Organic Chemical,,
C2698796,Phenylthilone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0070722,Phetharbital,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0031603,Phosphate (Unspecified),evoc_ATC,Pharmacologic Substance,Inorganic Chemical,
C0031853,Phytase,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C0071021,Phytosphingosine,evoc_ATC,Pharmacologic Substance,Biologically Active Substance,Organic Chemical
C1519050,Pi3 Kinase Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C2347511,Piberaline,evoc_ATC,Pharmacologic Substance,,
C0071029,Picafibrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0137049,Picamilon,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2698803,Picilorex,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882374,Piclonidine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882375,Picodralazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0072178,Pildralazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0952092,Pildralazine Dihydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0071066,Pimefylline,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882380,Pimetacin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0137074,Pincainide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0031938,Pine Tar,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2698812,Pinokalant,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882382,Pipacycline,evoc_ATC,Antibiotic,Organic Chemical,
C0071100,Pipebuzone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882390,Pipradimadol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882391,Pipramadol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827301,Piridocaine,evoc_ATC,Pharmacologic Substance,,
C0045686,Piridronic Acid,evoc_ATC,Pharmacologic Substance,Organophosphorus Compound,
C0071136,Pirifibrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0137118,Pirimiphos-Ethyl,evoc_ATC,Pharmacologic Substance,Organophosphorus Compound,
C2826063,Pirodomast,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3177963,Pitrakinra,evoc_ATC,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C0071171,Pivcefalexin Hydrochloride,evoc_ATC,Organic Chemical,,
C0071169,Pivhydrazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0032134,Plasma; Pheresis,evoc_ATC,Therapeutic or Preventive Procedure,,
C2983732,Plasmid Encoding Antiangiogenic Metargidin Peptide,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0635249,Plasmocid,evoc_ATC,Organic Chemical,,
C0919111,Platelets; Leukocyte Reduced,evoc_ATC,Laboratory Procedure,,
C0919114,Platelets; Pheresis,evoc_ATC,Laboratory Procedure,,
C0137287,Platonin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3273241,Pneumococcal 10v Conj Vaccine (Protein D/Dip Toxoid/Tet Toxoid),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C2927247,Pneumococcal 13v Conj Vaccine (Crm197),evoc_ATC,Clinical Drug,,
C0772303,Pneumococcal 14v Polysaccharide Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C1579319,Pneumococcal 17v Polysaccharide Vaccine,evoc_ATC,Pharmacologic Substance,Immunologic Factor,Organic Chemical
C0071327,Polidexide,evoc_ATC,Carbohydrate,,
C3282161,Polidronium Chloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0443709,Polio Immune Globulin,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0770737,Pollen Extract,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0301466,Polyamine-Methylene Resin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0084110,Polyaminopropyl Biguanide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0032408,Polycytidylate Sodium,evoc_ATC,Nucleic Acid; Nucleoside; or Nucleotide,,
C0788658,Polyethylene Glycol 1450,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1364953,Polyethylene Glycol 1500,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2827304,Polyethylene Glycol 1540,evoc_ATC,Organic Chemical,,
C0032477,Polyethylene Glycol 300,evoc_ATC,Pharmacologic Substance,Biomedical or Dental Material,
C0032478,Polyethylene Glycol 400,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0032479,Polyethylene Glycol 4000,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0030775,Polyethylene Glycol 6000,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0032491,Polygalacturonase (As Drug),evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C1327958,Polyglutamate Camptothecin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0071580,Polyglyceryl Methacrylate,evoc_ATC,Organic Chemical,,
C0032509,Polyhydroxyethyl Methacrylate,evoc_ATC,Biomedical or Dental Material,Organic Chemical,
C0032413,Polyinosinate Sodium,evoc_ATC,Nucleic Acid; Nucleoside; or Nucleotide,,
C1614561,Polypodium Leucotomos,evoc_ATC,Pharmacologic Substance,,
C0599172,Polysaccharide Polysulfate,evoc_ATC,Carbohydrate,,
C3159526,Polysilicone-15,evoc_ATC,Biomedical or Dental Material,Organic Chemical,
C2347628,Ponfibrate,evoc_ATC,Pharmacologic Substance,,
C0771514,Potassium Gluceptate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0911157,Potassium Hydrogen Glucarate,evoc_ATC,Organic Chemical,,
C0772124,Potassium Polystyrene Sulfonate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0039899,Potassium Thioglycolate,evoc_ATC,Organic Chemical,,
C2698864,Pralmorelin,evoc_ATC,Pharmacologic Substance,,
C3273582,Prazarelix,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2584878,Prednisolone Hexanoate,evoc_ATC,Pharmacologic Substance,Steroid,
C1882446,Prefenamate,evoc_ATC,Pharmacologic Substance,,
C0033017,Pregnenolone 16-(Alpha)-Carbonitrile,evoc_ATC,Pharmacologic Substance,Steroid,
C2347674,Primaperone,evoc_ATC,Pharmacologic Substance,,
C0770388,Probarbital Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3273344,Procaine Borate,evoc_ATC,Pharmacologic Substance,,
C2983826,Procromil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0377149,Proctase,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C1882469,Procymate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0072065,Prodipine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0982360,Proflavine Sulfate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882476,Proheptazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0033371,Prolactin,evoc_ATC,Pharmacologic Substance,Hormone,Amino Acid; Peptide; or Protein
C0520813,Promoxolane,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882490,Properidine,evoc_ATC,Pharmacologic Substance,,
C0117247,Propipocaine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0072207,Propizepine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0771709,Propizepine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0760205,Propylene Glycol Dipelargonate,evoc_ATC,Organic Chemical,,
C0771736,Propylhexedrine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1327749,Prostate Specific Antigen Recombinant Vector Vaccine (Fowlpox),evoc_ATC,Pharmacologic Substance,,
C1711177,Prostate Specific Membrane Antigen Dna Vaccine (Human),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C0796406,Prostate Specific Membrane Antigen Vaccine (Unspecified),evoc_ATC,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C1443643,Proteasome Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C1949480,Protein C Concentrate (Human),evoc_ATC,Pharmacologic Substance,,
C1268567,Protein Tyrosine Kinase Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C0208770,Proterguride,evoc_ATC,Organic Chemical,,
C2698912,Proxibutene,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3492237,Pseudo Ceramide,evoc_ATC,Neuroreactive Substance or Biogenic Amine,Amino Acid; Peptide; or Protein,
C0072534,Pseudococaine Hydrochloride,evoc_ATC,Organic Chemical,,
C0072580,Pteropterin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2347718,Pumaprazole,evoc_ATC,Pharmacologic Substance,,
C0060632,Pumitepa,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825474,Pyrathiazine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1519143,Pyrrolobenzodiazepine Dimer (Unspecified),evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0072849,Quinacillin,evoc_ATC,Antibiotic,Organic Chemical,
C0951426,Quinapyramine Chloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1882517,Quinine Glycerophosphate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3486650,Quinine Salicylate,evoc_ATC,Pharmacologic Substance,,
C0072873,Quinocide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1713671,Rabies Virus Vaccine (Chick Embryo),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C0770700,Rabies Virus Vaccine (Duck Embryo),evoc_ATC,Pharmacologic Substance,Immunologic Factor,Organic Chemical
C1361137,Rabies Virus Vaccine (Human Diploid),evoc_ATC,Drug Delivery Device,,
C3204994,Rabies Virus Vaccine (Vero),evoc_ATC,Pharmacologic Substance,Immunologic Factor,
C2698943,Racefemine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0034505,Racemethorphan,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0949561,Racemetirosine,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2698946,Radafaxine Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1514713,Raf Kinase B Inhibitor (Unspecified),evoc_ATC,Pharmacologic Substance,,
C2987427,Rafivirumab,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C1175029,Ragaglitazar,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0139912,Ramixotidine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0971172,Ramoplanin A'2,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0659405,Ramorelix,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C2828230,Rathyronine,evoc_ATC,Pharmacologic Substance,,
C1884301,Rauvolfia Verticillata,evoc_ATC,Plant,,
C0535185,Ravuconazole,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2717174,Raxibacumab,evoc_ATC,Pharmacologic Substance,Immunologic Factor,Amino Acid; Peptide; or Protein
C1522505,Recombinant Bovine Basic Fibroblast Growth Factor,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0596087,Recombinant Fc Fusion Protein Angiogenesis Inhibitor,evoc_ATC,Pharmacologic Substance,Biologically Active Substance,
C1705207,Recombinant Human Endostatin,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C1309328,Recombinant Human Plasminogen Kringle 5,evoc_ATC,Amino Acid; Peptide; or Protein,,
C1522569,Recombinant Interleukin-15,evoc_ATC,Immunologic Factor,Amino Acid; Peptide; or Protein,
C0035094,Renin (As Drug),evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C0391318,Repifermin,evoc_ATC,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C2347955,Rescimetol,evoc_ATC,Pharmacologic Substance,,
C2347960,Revaprazan Hydrochloride,evoc_ATC,Pharmacologic Substance,,
C2699076,Revospirone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1434441,Rhodacyanine Dye Analog,evoc_ATC,Pharmacologic Substance,Indicator; Reagent; or Diagnostic Aid,Organic Chemical
C0035542,Ribonuclease,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C2699081,Ricasetron,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0073362,Ridazolol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0073369,Rifamycin B,evoc_ATC,Organic Chemical,,
C0284728,Ritipenem,evoc_ATC,Antibiotic,Organic Chemical,
C0961124,Ritipenem Sodium,evoc_ATC,Antibiotic,Organic Chemical,
C0907500,Robalzotan,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2699093,Rofleponide,evoc_ATC,Pharmacologic Substance,Hormone,Steroid
C0286787,Rolafagrel,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0632468,Rolziracetam,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0073568,Ronipamil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C3272708,Rosuvastatin Zinc,evoc_ATC,Pharmacologic Substance,,
C2983937,Rotamicillin,evoc_ATC,Antibiotic,Organic Chemical,
C3215875,Rotavirus G1 G2 G3 G4 P1 Reassortant Vaccine Live (Human-Bovine),evoc_ATC,Clinical Drug,,
C0630323,Rotavirus G1 G2 G3 G4 Reassortant Vaccine Live (Human-Rhesus),evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0676824,Rotavirus G1 P1 Vaccine Live (89-12),evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0771289,Rotoxamine Tartrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2699113,Rotraxate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0073602,Roxibolone,evoc_ATC,Pharmacologic Substance,Steroid,
C0303553,Rubidium Hydroxide Rb 81 [Injection],evoc_ATC,Indicator; Reagent; or Diagnostic Aid,Element; Ion; or Isotope,
C0669793,Safironil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2348131,Salafibrate,evoc_ATC,Pharmacologic Substance,,
C2348134,Salazosulfadimidine,evoc_ATC,Antibiotic,Organic Chemical,
C2348135,Salazosulfamide,evoc_ATC,Pharmacologic Substance,,
C2699263,Salclobuzate Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0073991,Salmefamol,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0756044,Sameridine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2348141,Samixogrel,evoc_ATC,Pharmacologic Substance,,
C2348156,Sarakalim,evoc_ATC,Pharmacologic Substance,,
C1527126,Sardomozide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2699271,Saripidem,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0959671,Sarkomycin Sodium,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0532436,Sarmazenil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0074082,Saterinone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0055774,Savoxepin,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0074181,Scillaren A,evoc_ATC,Pharmacologic Substance,Hazardous or Poisonous Substance,Steroid
C0771716,Scopolamine Oxide Hydrobromide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0938430,Sea Salt,evoc_ATC,Inorganic Chemical,Food,
C0596884,Seal Oil,evoc_ATC,Lipid,,
C0732611,Selective Estrogen Receptor Modulator (Unspecified),evoc_ATC,Pharmacologic Substance,,
C2001298,Selodenoson,evoc_ATC,Pharmacologic Substance,Nucleic Acid; Nucleoside; or Nucleotide,
C2699284,Selprazine,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1200819,Seneca Snakeroot,evoc_ATC,Plant,,
C1831871,Seneca Valley Virus,evoc_ATC,Virus,,
C2348187,Serfibrate,evoc_ATC,Pharmacologic Substance,,
C0074364,Sericin,evoc_ATC,Biologically Active Substance,Amino Acid; Peptide; or Protein,
C2348196,Setazindol,evoc_ATC,Pharmacologic Substance,,
C0074432,Sfericase,evoc_ATC,Enzyme,Amino Acid; Peptide; or Protein,
C0981969,Short Ragweed Pollen Allergen Extract,evoc_ATC,Pharmacologic Substance,Immunologic Factor,Indicator; Reagent; or Diagnostic Aid
C1174736,Sibenadet Hydrochloride,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1260215,Sibrotuzumab,evoc_ATC,Immunologic Factor,,
C0074547,Silidianin,evoc_ATC,Organic Chemical,,
C1101150,Silperisone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2348203,Siltenzepine,evoc_ATC,Pharmacologic Substance,,
C2702060,Silver Alginate,evoc_ATC,Medical Device,,
C0074534,Silver Bromide,evoc_ATC,Indicator; Reagent; or Diagnostic Aid,Inorganic Chemical,
C0303296,Silver Fluoride,evoc_ATC,Biomedical or Dental Material,Inorganic Chemical,
C0628948,Silver Picrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1010970,Simarouba,evoc_ATC,Plant,,
C1010971,Simarouba Glauca Press Cake Extract,evoc_ATC,Plant,,
C0906476,Sinitrodil,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0144287,Sintropium Bromide,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1121992,Siramesine,evoc_ATC,Pharmacologic Substance,,
C0250542,Siratiazem,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2699304,Sitalidone,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C2825676,Sitofibrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0037215,Sitosterols,evoc_ATC,Pharmacologic Substance,Steroid,
C0772273,Skin; Sterile Freeze-Dried Porcine Dermal,evoc_ATC,Pharmacologic Substance,Amino Acid; Peptide; or Protein,
C0074690,Smectite,evoc_ATC,Pharmacologic Substance,,
C0142801,Sodium Artesunate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0301524,Sodium Bitartrate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0243273,Sodium Iron Chlorophyllin,evoc_ATC,Biologically Active Substance,Organic Chemical,
C3651713,Sodium Magnesium Fluorosilicate,evoc_ATC,Pharmacologic Substance,Inorganic Chemical,
C3645120,Sodium Methylesculetin Acetate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0037546,Sodium Psylliate [Injection],evoc_ATC,Pharmacologic Substance,Organic Chemical,
C1952452,Sodium Salicylsulfate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0075248,Sodium Stibocaptate,evoc_ATC,Pharmacologic Substance,Organic Chemical,
C0037553,Sodium Taurocholate,evoc_ATC,Pharmacologic Substance,Steroid,
C0074798,Solasodine Glycosides,evoc_ATC,Pharmacologic Substance,Hormone,Steroid
C0074799,Solasulfone,evoc_ATC,Antibiotic,Organic Chemical,
